CONVERGENCE DU SHÉMA D'ORDRE 2 EN ESPACENPOINTS L1 L2 LINF
5 0.003815440605 0.141741559939 6.249997137859
10 0.385802469136 0.434206353296 0.694444444444
20 0.173130193906 0.197398792434 0.328947368421
40 0.082182774490 0.094301525740 0.160256410256
80 0.040057683064 0.046109855925 0.079113924051
160 0.019777698666 0.022801608065 0.039308176099
320 0.009826947467 0.011338313078 0.019592476503
640 0.004898107116 0.005653637176 0.009780907651
1280 0.002445225504 0.002822951669 0.004886630263
2560 0.001221657146 0.001410510405 0.002442359966
