CONVERGENCE DU SHÉMA D'ORDRE 2 EN ESPACENPOINTS L1 L2 LINF
5 0.277157738095 0.360392965114 0.654761904762
10 0.047499245333 0.066398377196 0.160541971544
20 0.009774580927 0.014048967393 0.042486706799
40 0.002202790713 0.003186869450 0.011561265334
80 0.000520790966 0.000751721912 0.003171048588
160 0.000126344205 0.000181481202 0.000869281263
320 0.000031081219 0.000044434276 0.000237342323
640 0.000007703734 0.000010972587 0.000064466851
1280 0.000001917127 0.000002723465 0.000017417137
2560 0.000000478059 0.000000677984 0.000004681760
